BR Cod Mun Infecção,NM MUN (MUNINF.csv),Year of BR Data de Notificação,Number of Records
510860,Vila Rica,2009,1
510860,Vila Rica,2008,3
510860,Vila Rica,2007,1
510880,Nova Guarita,2017,1
510880,Nova Guarita,2015,3
510880,Nova Guarita,2014,3
510880,Nova Guarita,2013,4
510880,Nova Guarita,2012,4
510880,Nova Guarita,2011,24
510880,Nova Guarita,2010,1
510880,Nova Guarita,2009,1
510880,Nova Guarita,2008,1
510885,Nova Marilândia,2009,1
510890,Nova Maringá,2013,1
510890,Nova Maringá,2010,2
510890,Nova Maringá,2009,4
510890,Nova Maringá,2008,5
510890,Nova Maringá,2007,7
510895,Nova Monte Verde,2017,1
510895,Nova Monte Verde,2008,1
