BR Cod Mun Infecção,NM MUN (MUNINF.csv),Year of BR Data de Notificação,Number of Records
150050,Almeirim,2014,311
150050,Almeirim,2013,494
150050,Almeirim,2012,432
150050,Almeirim,2011,624
150050,Almeirim,2010,626
150050,Almeirim,2009,623
150050,Almeirim,2008,736
150050,Almeirim,2007,624
150060,Altamira,2018,163
150060,Altamira,2017,39
150060,Altamira,2016,21
150060,Altamira,2015,42
150060,Altamira,2014,130
150060,Altamira,2013,309
150060,Altamira,2012,1850
150060,Altamira,2011,1410
150060,Altamira,2010,1858
150060,Altamira,2009,1747
150060,Altamira,2008,1694
150060,Altamira,2007,3179
150070,Anajás,2018,4831
150070,Anajás,2017,5879
150070,Anajás,2016,2112
150070,Anajás,2015,2839
150070,Anajás,2014,1924
150070,Anajás,2013,3073
150070,Anajás,2012,19324
150070,Anajás,2011,18039
150070,Anajás,2010,22664
150070,Anajás,2009,26044
150070,Anajás,2008,12002
150070,Anajás,2007,8851
150080,Ananindeua,2018,15
150080,Ananindeua,2017,9
150080,Ananindeua,2016,2
150080,Ananindeua,2015,1
150080,Ananindeua,2014,4
150080,Ananindeua,2013,142
150080,Ananindeua,2012,13
150080,Ananindeua,2011,22
150080,Ananindeua,2010,12
150080,Ananindeua,2009,6
150080,Ananindeua,2008,8
150080,Ananindeua,2007,9
150085,Anapu,2018,3
150085,Anapu,2017,7
150085,Anapu,2016,54
150085,Anapu,2015,31
150085,Anapu,2014,200
150085,Anapu,2013,236
150085,Anapu,2012,1509
150085,Anapu,2011,3313
150085,Anapu,2010,1671
150085,Anapu,2009,727
150085,Anapu,2008,708
150085,Anapu,2007,1244
150090,Augusto Corrêa,2018,2
150090,Augusto Corrêa,2013,2
150090,Augusto Corrêa,2012,3
150090,Augusto Corrêa,2011,21
150090,Augusto Corrêa,2010,181
150090,Augusto Corrêa,2009,258
150090,Augusto Corrêa,2008,313
150090,Augusto Corrêa,2007,433
150095,Aurora do Pará,2018,6
150095,Aurora do Pará,2017,5
150095,Aurora do Pará,2015,2
150095,Aurora do Pará,2014,3
150095,Aurora do Pará,2013,7
150095,Aurora do Pará,2012,16
150095,Aurora do Pará,2011,80
150095,Aurora do Pará,2010,218
150095,Aurora do Pará,2009,460
150095,Aurora do Pará,2008,580
150095,Aurora do Pará,2007,402
150100,Aveiro,2018,1
150100,Aveiro,2015,1
150100,Aveiro,2014,2
150100,Aveiro,2013,4
150100,Aveiro,2012,8
150100,Aveiro,2011,12
150100,Aveiro,2010,23
150100,Aveiro,2009,10
150100,Aveiro,2008,5
150100,Aveiro,2007,39
150110,Bagre,2018,5768
150110,Bagre,2017,7500
150110,Bagre,2016,127
150110,Bagre,2015,3
150110,Bagre,2014,11
150110,Bagre,2013,41
150110,Bagre,2012,2367
150110,Bagre,2011,4491
150110,Bagre,2010,5742
150110,Bagre,2009,63
150110,Bagre,2008,8
150110,Bagre,2007,37
150120,Baião,2018,447
150120,Baião,2017,115
150120,Baião,2016,50
150120,Baião,2015,18
150120,Baião,2014,8
150120,Baião,2013,63
150120,Baião,2012,237
150120,Baião,2011,538
150120,Baião,2010,458
150120,Baião,2009,246
150120,Baião,2008,314
150120,Baião,2007,556
150125,Bannach,2017,5
150125,Bannach,2016,39
150125,Bannach,2015,16
150125,Bannach,2014,1
150125,Bannach,2012,1
150125,Bannach,2011,38
150125,Bannach,2008,23
150130,Barcarena,2017,3
150130,Barcarena,2013,8
150130,Barcarena,2012,3
150130,Barcarena,2011,11
150130,Barcarena,2010,7
150130,Barcarena,2009,5
150130,Barcarena,2008,9
150130,Barcarena,2007,14
150140,Belém,2018,13
150140,Belém,2017,14
150140,Belém,2016,3
150140,Belém,2015,15
150140,Belém,2014,10
150140,Belém,2013,59
150140,Belém,2012,83
150140,Belém,2011,78
150140,Belém,2010,74
150140,Belém,2009,107
150140,Belém,2008,113
150140,Belém,2007,185
150145,Belterra,2018,1
150145,Belterra,2014,1
150145,Belterra,2013,4
150145,Belterra,2012,24
150145,Belterra,2011,8
150145,Belterra,2010,1
150145,Belterra,2009,32
150145,Belterra,2008,17
150145,Belterra,2007,34
150150,Benevides,2013,1
150150,Benevides,2012,2
150150,Benevides,2011,7
150150,Benevides,2010,7
150150,Benevides,2008,1
150150,Benevides,2007,3
150157,Bom Jesus do Tocantins,2018,2
150157,Bom Jesus do Tocantins,2016,2
150157,Bom Jesus do Tocantins,2015,2
150157,Bom Jesus do Tocantins,2014,4
150157,Bom Jesus do Tocantins,2013,4
150157,Bom Jesus do Tocantins,2012,15
150157,Bom Jesus do Tocantins,2011,150
150157,Bom Jesus do Tocantins,2010,148
150157,Bom Jesus do Tocantins,2009,137
150157,Bom Jesus do Tocantins,2008,209
150157,Bom Jesus do Tocantins,2007,118
150160,Bonito,2011,1
150160,Bonito,2010,1
150160,Bonito,2007,1
150170,Bragança,2018,1
150170,Bragança,2013,4
150170,Bragança,2012,1
150170,Bragança,2011,23
150170,Bragança,2010,66
150170,Bragança,2009,62
150170,Bragança,2008,115
150170,Bragança,2007,360
150172,Brasil Novo,2013,6
150172,Brasil Novo,2012,93
150172,Brasil Novo,2011,88
150172,Brasil Novo,2010,207
150172,Brasil Novo,2009,170
150172,Brasil Novo,2008,190
150172,Brasil Novo,2007,271
150175,Brejo Grande do Araguaia,2017,21
150175,Brejo Grande do Araguaia,2015,5
150175,Brejo Grande do Araguaia,2014,1
150175,Brejo Grande do Araguaia,2013,1
150175,Brejo Grande do Araguaia,2012,1
150175,Brejo Grande do Araguaia,2011,2
150175,Brejo Grande do Araguaia,2010,21
150175,Brejo Grande do Araguaia,2008,1
150178,Breu Branco,2018,38
150178,Breu Branco,2017,30
150178,Breu Branco,2016,6
150178,Breu Branco,2014,4
150178,Breu Branco,2013,26
150178,Breu Branco,2012,267
150178,Breu Branco,2011,582
150178,Breu Branco,2010,1111
150178,Breu Branco,2009,762
150178,Breu Branco,2008,765
150178,Breu Branco,2007,859
150180,Breves,2018,1226
150180,Breves,2017,1455
150180,Breves,2016,1731
150180,Breves,2015,538
150180,Breves,2014,423
150180,Breves,2013,912
150180,Breves,2012,2582
150180,Breves,2011,3248
150180,Breves,2010,6621
150180,Breves,2009,2622
150180,Breves,2008,586
150180,Breves,2007,818
150190,Bujaru,2014,23
150190,Bujaru,2013,1
150190,Bujaru,2012,1
150190,Bujaru,2011,2
150190,Bujaru,2010,3
150190,Bujaru,2009,6
150190,Bujaru,2008,4
150190,Bujaru,2007,140
150195,Cachoeira do Piriá,2018,125
150195,Cachoeira do Piriá,2017,4
150195,Cachoeira do Piriá,2016,3
150195,Cachoeira do Piriá,2013,5
150195,Cachoeira do Piriá,2012,122
150195,Cachoeira do Piriá,2011,668
150195,Cachoeira do Piriá,2010,861
150195,Cachoeira do Piriá,2009,3039
150195,Cachoeira do Piriá,2008,1496
150195,Cachoeira do Piriá,2007,1589
150200,Cachoeira do Arari,2018,2
150200,Cachoeira do Arari,2017,3
150200,Cachoeira do Arari,2014,1
150200,Cachoeira do Arari,2013,2
150200,Cachoeira do Arari,2012,14
150200,Cachoeira do Arari,2011,15
150200,Cachoeira do Arari,2010,14
150200,Cachoeira do Arari,2009,39
150200,Cachoeira do Arari,2008,104
150200,Cachoeira do Arari,2007,45
150210,Cametá,2018,8000
150210,Cametá,2017,943
150210,Cametá,2016,2
150210,Cametá,2015,1
150210,Cametá,2014,10
150210,Cametá,2013,189
150210,Cametá,2012,2420
150210,Cametá,2011,14246
150210,Cametá,2010,2315
150210,Cametá,2009,5
150210,Cametá,2008,9
150210,Cametá,2007,10
150215,Canaã dos Carajás,2017,1
150215,Canaã dos Carajás,2016,1
150215,Canaã dos Carajás,2015,3
150215,Canaã dos Carajás,2014,3
150215,Canaã dos Carajás,2013,2
150215,Canaã dos Carajás,2012,7
150215,Canaã dos Carajás,2011,2
150215,Canaã dos Carajás,2010,3
150215,Canaã dos Carajás,2009,4
150215,Canaã dos Carajás,2008,3
150215,Canaã dos Carajás,2007,5
150220,Capanema,2011,4
150220,Capanema,2010,4
150220,Capanema,2009,10
150220,Capanema,2008,6
150220,Capanema,2007,12
150230,Capitão Poço,2014,1
150230,Capitão Poço,2013,3
150230,Capitão Poço,2012,4
150230,Capitão Poço,2011,13
150230,Capitão Poço,2010,8
150230,Capitão Poço,2009,27
150230,Capitão Poço,2008,5
150230,Capitão Poço,2007,12
150240,Castanhal,2014,1
150240,Castanhal,2012,3
150240,Castanhal,2011,2
150240,Castanhal,2010,6
150240,Castanhal,2009,3
150240,Castanhal,2008,7
150240,Castanhal,2007,6
150250,Chaves,2018,433
150250,Chaves,2017,473
150250,Chaves,2016,402
150250,Chaves,2015,164
150250,Chaves,2014,48
150250,Chaves,2013,241
150250,Chaves,2012,1429
150250,Chaves,2011,663
150250,Chaves,2010,1119
150250,Chaves,2009,1191
150250,Chaves,2008,839
150250,Chaves,2007,445
150260,Colares,2018,1
150260,Colares,2013,8
150260,Colares,2012,73
150260,Colares,2011,10
150260,Colares,2010,2
150260,Colares,2009,2
150260,Colares,2008,4
150260,Colares,2007,4
150270,Conceição do Araguaia,2011,1
150270,Conceição do Araguaia,2010,1
150270,Conceição do Araguaia,2009,2
150270,Conceição do Araguaia,2008,2
150270,Conceição do Araguaia,2007,17
150275,Concórdia do Pará,2016,2
150275,Concórdia do Pará,2015,2
150275,Concórdia do Pará,2014,7
150275,Concórdia do Pará,2013,3
150275,Concórdia do Pará,2012,10
150275,Concórdia do Pará,2011,4
150275,Concórdia do Pará,2010,7
150275,Concórdia do Pará,2009,20
150275,Concórdia do Pará,2008,16
150275,Concórdia do Pará,2007,181
150276,Cumaru do Norte,2018,2
150276,Cumaru do Norte,2017,15
150276,Cumaru do Norte,2016,28
150276,Cumaru do Norte,2015,53
150276,Cumaru do Norte,2014,90
150276,Cumaru do Norte,2013,33
150276,Cumaru do Norte,2012,25
150276,Cumaru do Norte,2011,135
150276,Cumaru do Norte,2010,3
150276,Cumaru do Norte,2009,1
150276,Cumaru do Norte,2008,3
150276,Cumaru do Norte,2007,4
150277,Curionópolis,2018,1
150277,Curionópolis,2017,1
150277,Curionópolis,2016,1
150277,Curionópolis,2015,1
150277,Curionópolis,2013,1
150277,Curionópolis,2012,7
150277,Curionópolis,2011,10
150277,Curionópolis,2010,20
150277,Curionópolis,2009,9
150277,Curionópolis,2008,66
150277,Curionópolis,2007,84
150280,Curralinho,2018,1906
150280,Curralinho,2017,4297
150280,Curralinho,2016,977
150280,Curralinho,2015,90
150280,Curralinho,2014,41
150280,Curralinho,2013,182
150280,Curralinho,2012,1914
150280,Curralinho,2011,4580
150280,Curralinho,2010,7872
150280,Curralinho,2009,2009
150280,Curralinho,2008,667
150280,Curralinho,2007,743
150285,Curuá,2018,2
150285,Curuá,2015,1
150285,Curuá,2014,1
150285,Curuá,2012,4
150285,Curuá,2011,28
150285,Curuá,2010,4
150285,Curuá,2009,8
150285,Curuá,2008,11
150285,Curuá,2007,14
150290,Curuçá,2015,1
150290,Curuçá,2014,5
150290,Curuçá,2013,22
150290,Curuçá,2012,63
150290,Curuçá,2011,63
150290,Curuçá,2010,6
150290,Curuçá,2009,95
150290,Curuçá,2008,89
150290,Curuçá,2007,16
150293,Dom Eliseu,2013,2
150293,Dom Eliseu,2012,1
150293,Dom Eliseu,2011,10
150293,Dom Eliseu,2010,36
150293,Dom Eliseu,2009,6
150293,Dom Eliseu,2008,5
150293,Dom Eliseu,2007,20
150295,Eldorado do Carajás,2018,1
150295,Eldorado do Carajás,2017,2
150295,Eldorado do Carajás,2015,1
150295,Eldorado do Carajás,2014,2
150295,Eldorado do Carajás,2012,2
150295,Eldorado do Carajás,2011,8
150295,Eldorado do Carajás,2010,12
150295,Eldorado do Carajás,2009,2
150295,Eldorado do Carajás,2008,24
150295,Eldorado do Carajás,2007,13
150300,Faro,2018,44
150300,Faro,2017,8
150300,Faro,2014,2
150300,Faro,2013,5
150300,Faro,2011,55
150300,Faro,2010,71
150300,Faro,2009,277
150300,Faro,2008,552
150300,Faro,2007,387
150304,Floresta do Araguaia,2011,1
150304,Floresta do Araguaia,2010,4
150304,Floresta do Araguaia,2007,1
150307,Garrafão do Norte,2014,1
150307,Garrafão do Norte,2012,2
150307,Garrafão do Norte,2011,14
150307,Garrafão do Norte,2010,68
150307,Garrafão do Norte,2009,72
150307,Garrafão do Norte,2008,9
150307,Garrafão do Norte,2007,19
150309,Goianésia do Pará,2018,27
150309,Goianésia do Pará,2017,6
150309,Goianésia do Pará,2015,2
150309,Goianésia do Pará,2014,14
150309,Goianésia do Pará,2013,250
150309,Goianésia do Pará,2012,1650
150309,Goianésia do Pará,2011,3780
150309,Goianésia do Pará,2010,7791
150309,Goianésia do Pará,2009,5810
150309,Goianésia do Pará,2008,4275
150309,Goianésia do Pará,2007,2707
150310,Gurupá,2018,28
150310,Gurupá,2017,18
150310,Gurupá,2016,6
150310,Gurupá,2015,7
150310,Gurupá,2014,12
150310,Gurupá,2013,8
150310,Gurupá,2012,24
150310,Gurupá,2011,28
150310,Gurupá,2010,61
150310,Gurupá,2009,26
150310,Gurupá,2008,68
150310,Gurupá,2007,20
150320,Igarapé-Açu,2016,1
150320,Igarapé-Açu,2015,1
150320,Igarapé-Açu,2014,1
150320,Igarapé-Açu,2013,4
150320,Igarapé-Açu,2012,5
150320,Igarapé-Açu,2011,5
150320,Igarapé-Açu,2010,4
150320,Igarapé-Açu,2009,2
150320,Igarapé-Açu,2008,2
150320,Igarapé-Açu,2007,6
150330,Igarapé-Miri,2018,9
150330,Igarapé-Miri,2017,2
150330,Igarapé-Miri,2016,2
150330,Igarapé-Miri,2012,5
150330,Igarapé-Miri,2011,42
150330,Igarapé-Miri,2010,12
150330,Igarapé-Miri,2009,5
150330,Igarapé-Miri,2008,1
150330,Igarapé-Miri,2007,3
150340,Inhangapi,2013,1
150340,Inhangapi,2012,1
150340,Inhangapi,2010,1
150340,Inhangapi,2009,1
150340,Inhangapi,2008,2
150340,Inhangapi,2007,4
150345,Ipixuna do Pará,2018,4
150345,Ipixuna do Pará,2016,2
150345,Ipixuna do Pará,2014,1
150345,Ipixuna do Pará,2013,17
150345,Ipixuna do Pará,2012,1035
150345,Ipixuna do Pará,2011,1093
150345,Ipixuna do Pará,2010,2947
150345,Ipixuna do Pará,2009,5805
150345,Ipixuna do Pará,2008,3661
150345,Ipixuna do Pará,2007,1761
150350,Irituia,2017,1
150350,Irituia,2015,1
150350,Irituia,2012,2
150350,Irituia,2011,33
150350,Irituia,2010,52
150350,Irituia,2009,21
150350,Irituia,2008,7
150350,Irituia,2007,105
150360,Itaituba,2018,2565
150360,Itaituba,2017,2088
150360,Itaituba,2016,1932
150360,Itaituba,2015,2522
150360,Itaituba,2014,4948
150360,Itaituba,2013,10904
150360,Itaituba,2012,14179
150360,Itaituba,2011,11757
150360,Itaituba,2010,12018
150360,Itaituba,2009,7313
150360,Itaituba,2008,6193
150360,Itaituba,2007,7479
150370,Itupiranga,2018,35
150370,Itupiranga,2017,67
150370,Itupiranga,2016,6
150370,Itupiranga,2015,2
150370,Itupiranga,2014,24
150370,Itupiranga,2013,12
150370,Itupiranga,2012,73
150370,Itupiranga,2011,487
150370,Itupiranga,2010,633
150370,Itupiranga,2009,523
150370,Itupiranga,2008,784
150370,Itupiranga,2007,1794
150375,Jacareacanga,2018,906
150375,Jacareacanga,2017,957
150375,Jacareacanga,2016,383
150375,Jacareacanga,2015,514
150375,Jacareacanga,2014,720
150375,Jacareacanga,2013,2487
150375,Jacareacanga,2012,4912
150375,Jacareacanga,2011,5443
150375,Jacareacanga,2010,8264
150375,Jacareacanga,2009,6210
150375,Jacareacanga,2008,4522
150375,Jacareacanga,2007,4944
150380,Jacundá,2018,4
150380,Jacundá,2017,3
150380,Jacundá,2015,2
150380,Jacundá,2014,3
150380,Jacundá,2013,4
150380,Jacundá,2012,160
150380,Jacundá,2011,83
150380,Jacundá,2010,468
150380,Jacundá,2009,156
150380,Jacundá,2008,276
150380,Jacundá,2007,206
150390,Juruti,2016,3
150390,Juruti,2014,1
150390,Juruti,2013,6
150390,Juruti,2012,3
150390,Juruti,2010,4
150390,Juruti,2009,8
150390,Juruti,2008,1
150390,Juruti,2007,3
150400,Limoeiro do Ajuru,2018,1220
150400,Limoeiro do Ajuru,2017,456
150400,Limoeiro do Ajuru,2016,6
150400,Limoeiro do Ajuru,2013,100
150400,Limoeiro do Ajuru,2012,685
150400,Limoeiro do Ajuru,2011,487
150400,Limoeiro do Ajuru,2010,281
150400,Limoeiro do Ajuru,2009,12
150400,Limoeiro do Ajuru,2008,1
150400,Limoeiro do Ajuru,2007,1
150405,Mãe do Rio,2011,1
150405,Mãe do Rio,2010,2
150405,Mãe do Rio,2009,6
150405,Mãe do Rio,2008,4
150405,Mãe do Rio,2007,11
150410,Magalhães Barata,2014,2
150410,Magalhães Barata,2013,18
150410,Magalhães Barata,2012,91
150410,Magalhães Barata,2011,155
150410,Magalhães Barata,2010,5
150410,Magalhães Barata,2009,16
150410,Magalhães Barata,2008,67
150410,Magalhães Barata,2007,148
150420,Marabá,2018,9
150420,Marabá,2017,3
150420,Marabá,2016,10
150420,Marabá,2015,4
150420,Marabá,2014,15
150420,Marabá,2013,25
150420,Marabá,2012,151
150420,Marabá,2011,568
150420,Marabá,2010,885
150420,Marabá,2009,650
150420,Marabá,2008,762
150420,Marabá,2007,1407
150430,Maracanã,2018,1
150430,Maracanã,2015,3
150430,Maracanã,2014,14
150430,Maracanã,2013,114
150430,Maracanã,2012,170
150430,Maracanã,2011,313
150430,Maracanã,2010,34
150430,Maracanã,2009,81
150430,Maracanã,2008,286
150430,Maracanã,2007,268
150440,Marapanim,2015,1
150440,Marapanim,2014,9
150440,Marapanim,2013,61
150440,Marapanim,2012,276
150440,Marapanim,2011,514
150440,Marapanim,2010,118
150440,Marapanim,2009,88
150440,Marapanim,2008,409
150440,Marapanim,2007,397
150442,Marituba,2017,5
150442,Marituba,2016,2
150442,Marituba,2015,3
150442,Marituba,2014,3
150442,Marituba,2013,1
150442,Marituba,2012,5
150442,Marituba,2011,53
150442,Marituba,2010,2
150442,Marituba,2009,3
150442,Marituba,2008,4
150442,Marituba,2007,9
150445,Medicilândia,2018,1
150445,Medicilândia,2014,8
150445,Medicilândia,2013,28
150445,Medicilândia,2012,196
150445,Medicilândia,2011,295
150445,Medicilândia,2010,334
150445,Medicilândia,2009,127
150445,Medicilândia,2008,225
150445,Medicilândia,2007,529
150450,Melgaço,2018,113
150450,Melgaço,2017,138
150450,Melgaço,2016,34
150450,Melgaço,2015,4
150450,Melgaço,2014,5
150450,Melgaço,2013,15
150450,Melgaço,2012,32
150450,Melgaço,2011,683
150450,Melgaço,2010,602
150450,Melgaço,2009,44
150450,Melgaço,2008,6
150450,Melgaço,2007,48
150460,Mocajuba,2018,768
150460,Mocajuba,2017,8
150460,Mocajuba,2016,2
150460,Mocajuba,2015,2
150460,Mocajuba,2014,1
150460,Mocajuba,2013,6
150460,Mocajuba,2012,94
150460,Mocajuba,2011,677
150460,Mocajuba,2010,94
150460,Mocajuba,2009,1
150460,Mocajuba,2008,9
150460,Mocajuba,2007,1
150470,Moju,2018,12
150470,Moju,2017,1
150470,Moju,2015,9
150470,Moju,2014,22
150470,Moju,2013,84
150470,Moju,2012,905
150470,Moju,2011,1339
150470,Moju,2010,1380
150470,Moju,2009,1379
150470,Moju,2008,1919
150470,Moju,2007,1480
150475,Mojuí dos Campos,2018,2
150475,Mojuí dos Campos,2014,2
150480,Monte Alegre,2018,3
150480,Monte Alegre,2017,4
150480,Monte Alegre,2016,30
150480,Monte Alegre,2015,1
150480,Monte Alegre,2014,2
150480,Monte Alegre,2013,3
150480,Monte Alegre,2012,4
150480,Monte Alegre,2011,29
150480,Monte Alegre,2010,122
150480,Monte Alegre,2009,48
150480,Monte Alegre,2008,51
150480,Monte Alegre,2007,126
150490,Muaná,2018,283
150490,Muaná,2017,310
150490,Muaná,2016,38
150490,Muaná,2015,2
150490,Muaná,2014,1
150490,Muaná,2013,25
150490,Muaná,2012,406
150490,Muaná,2011,480
150490,Muaná,2010,574
150490,Muaná,2009,235
150490,Muaná,2008,211
150490,Muaná,2007,220
150495,Nova Esperança do Piriá,2018,85
150495,Nova Esperança do Piriá,2017,34
150495,Nova Esperança do Piriá,2013,9
150495,Nova Esperança do Piriá,2012,10
150495,Nova Esperança do Piriá,2011,129
150495,Nova Esperança do Piriá,2010,803
150495,Nova Esperança do Piriá,2009,1132
150495,Nova Esperança do Piriá,2008,361
150495,Nova Esperança do Piriá,2007,232
150497,Nova Ipixuna,2015,1
150497,Nova Ipixuna,2014,2
150497,Nova Ipixuna,2013,5
150497,Nova Ipixuna,2012,44
150497,Nova Ipixuna,2011,94
150497,Nova Ipixuna,2010,121
150497,Nova Ipixuna,2009,147
150497,Nova Ipixuna,2008,219
150497,Nova Ipixuna,2007,289
150500,Nova Timboteua,2012,1
150500,Nova Timboteua,2009,1
150500,Nova Timboteua,2008,3
150500,Nova Timboteua,2007,1
150503,Novo Progresso,2018,374
150503,Novo Progresso,2017,616
150503,Novo Progresso,2016,237
150503,Novo Progresso,2015,168
150503,Novo Progresso,2014,386
150503,Novo Progresso,2013,1132
150503,Novo Progresso,2012,1662
150503,Novo Progresso,2011,1640
150503,Novo Progresso,2010,2524
150503,Novo Progresso,2009,3274
150503,Novo Progresso,2008,1649
150503,Novo Progresso,2007,1953
150506,Novo Repartimento,2018,347
150506,Novo Repartimento,2017,592
150506,Novo Repartimento,2016,16
150506,Novo Repartimento,2015,15
150506,Novo Repartimento,2014,21
150506,Novo Repartimento,2013,44
150506,Novo Repartimento,2012,395
150506,Novo Repartimento,2011,634
150506,Novo Repartimento,2010,673
150506,Novo Repartimento,2009,450
150506,Novo Repartimento,2008,937
150506,Novo Repartimento,2007,1626
150510,Óbidos,2018,20
150510,Óbidos,2017,196
150510,Óbidos,2016,237
150510,Óbidos,2015,159
150510,Óbidos,2014,2
150510,Óbidos,2013,28
150510,Óbidos,2012,75
150510,Óbidos,2011,191
150510,Óbidos,2010,92
150510,Óbidos,2009,134
150510,Óbidos,2008,97
150510,Óbidos,2007,121
150520,Oeiras do Pará,2018,11169
150520,Oeiras do Pará,2017,5600
150520,Oeiras do Pará,2016,88
150520,Oeiras do Pará,2014,2
150520,Oeiras do Pará,2013,102
150520,Oeiras do Pará,2012,5716
150520,Oeiras do Pará,2011,13151
150520,Oeiras do Pará,2010,16510
150520,Oeiras do Pará,2009,66
150520,Oeiras do Pará,2008,12
150520,Oeiras do Pará,2007,10
150530,Oriximiná,2018,203
150530,Oriximiná,2017,9
150530,Oriximiná,2016,27
150530,Oriximiná,2015,13
150530,Oriximiná,2014,26
150530,Oriximiná,2013,24
150530,Oriximiná,2012,6
150530,Oriximiná,2011,68
150530,Oriximiná,2010,496
150530,Oriximiná,2009,2688
150530,Oriximiná,2008,1356
150530,Oriximiná,2007,1701
150540,Ourém,2017,1
150540,Ourém,2011,1
150540,Ourém,2010,2
150540,Ourém,2009,7
150540,Ourém,2008,7
150540,Ourém,2007,20
150543,Ourilândia do Norte,2018,156
150543,Ourilândia do Norte,2017,184
150543,Ourilândia do Norte,2016,967
150543,Ourilândia do Norte,2015,217
150543,Ourilândia do Norte,2014,135
150543,Ourilândia do Norte,2013,54
150543,Ourilândia do Norte,2012,70
150543,Ourilândia do Norte,2011,5
150543,Ourilândia do Norte,2010,10
150543,Ourilândia do Norte,2009,1
150543,Ourilândia do Norte,2008,2
150543,Ourilândia do Norte,2007,4
150548,Pacajá,2018,451
150548,Pacajá,2017,638
150548,Pacajá,2016,465
150548,Pacajá,2015,346
150548,Pacajá,2014,505
150548,Pacajá,2013,841
150548,Pacajá,2012,2399
150548,Pacajá,2011,4567
150548,Pacajá,2010,6410
150548,Pacajá,2009,6247
150548,Pacajá,2008,5937
150548,Pacajá,2007,7784
150549,Palestina do Pará,2015,1
150549,Palestina do Pará,2013,1
150549,Palestina do Pará,2012,1
150549,Palestina do Pará,2011,6
150549,Palestina do Pará,2010,5
150549,Palestina do Pará,2009,1
150549,Palestina do Pará,2008,2
150549,Palestina do Pará,2007,11
150550,Paragominas,2018,74
150550,Paragominas,2017,4
150550,Paragominas,2016,1
150550,Paragominas,2015,2
150550,Paragominas,2014,2
150550,Paragominas,2013,65
150550,Paragominas,2012,553
150550,Paragominas,2011,571
150550,Paragominas,2010,2432
150550,Paragominas,2009,3545
150550,Paragominas,2008,2040
150550,Paragominas,2007,1852
150553,Parauapebas,2018,4
150553,Parauapebas,2017,12
150553,Parauapebas,2016,22
150553,Parauapebas,2015,26
150553,Parauapebas,2014,5
150553,Parauapebas,2013,14
150553,Parauapebas,2012,19
150553,Parauapebas,2011,44
150553,Parauapebas,2010,95
150553,Parauapebas,2009,39
150553,Parauapebas,2008,64
150553,Parauapebas,2007,176
150560,Peixe-Boi,2017,1
150560,Peixe-Boi,2010,1
150560,Peixe-Boi,2009,1
150560,Peixe-Boi,2008,2
150560,Peixe-Boi,2007,2
150563,Piçarra,2013,1
150563,Piçarra,2011,1
150563,Piçarra,2008,3
150563,Piçarra,2007,3
150565,Placas,2018,1
150565,Placas,2017,2
150565,Placas,2015,10
150565,Placas,2014,10
150565,Placas,2013,27
150565,Placas,2012,58
150565,Placas,2011,129
150565,Placas,2010,113
150565,Placas,2009,158
150565,Placas,2008,170
150565,Placas,2007,19
150570,Ponta de Pedras,2018,101
150570,Ponta de Pedras,2017,84
150570,Ponta de Pedras,2016,14
150570,Ponta de Pedras,2015,5
150570,Ponta de Pedras,2014,16
150570,Ponta de Pedras,2013,74
150570,Ponta de Pedras,2012,648
150570,Ponta de Pedras,2011,323
150570,Ponta de Pedras,2010,967
150570,Ponta de Pedras,2009,640
150570,Ponta de Pedras,2008,561
150570,Ponta de Pedras,2007,252
150580,Portel,2018,1356
150580,Portel,2017,1455
150580,Portel,2016,1219
150580,Portel,2015,269
150580,Portel,2014,299
150580,Portel,2013,811
150580,Portel,2012,1440
150580,Portel,2011,2062
150580,Portel,2010,1255
150580,Portel,2009,2740
150580,Portel,2008,1141
150580,Portel,2007,1413
150590,Porto de Moz,2018,1
150590,Porto de Moz,2017,1
150590,Porto de Moz,2016,2
150590,Porto de Moz,2013,19
150590,Porto de Moz,2012,352
150590,Porto de Moz,2011,1544
150590,Porto de Moz,2010,906
150590,Porto de Moz,2009,271
150590,Porto de Moz,2008,598
150590,Porto de Moz,2007,486
150600,Prainha,2018,5
150600,Prainha,2017,7
150600,Prainha,2016,1
150600,Prainha,2015,1
150600,Prainha,2013,15
150600,Prainha,2012,373
150600,Prainha,2011,694
150600,Prainha,2010,984
150600,Prainha,2009,760
150600,Prainha,2008,1168
150600,Prainha,2007,3211
150610,Primavera,2011,1
150610,Primavera,2009,30
150610,Primavera,2008,12
150610,Primavera,2007,4
150611,Quatipuru,2009,10
150611,Quatipuru,2008,4
150611,Quatipuru,2007,8
150613,Redenção,2018,2
150613,Redenção,2017,3
150613,Redenção,2016,7
150613,Redenção,2015,9
150613,Redenção,2014,7
150613,Redenção,2013,15
150613,Redenção,2012,16
150613,Redenção,2011,1
150613,Redenção,2010,3
150613,Redenção,2009,2
150613,Redenção,2008,3
150613,Redenção,2007,13
150616,Rio Maria,2016,2
150616,Rio Maria,2015,2
150616,Rio Maria,2014,1
150616,Rio Maria,2012,1
150616,Rio Maria,2011,1
150616,Rio Maria,2010,2
150616,Rio Maria,2008,1
150616,Rio Maria,2007,3
150618,Rondon do Pará,2017,2
150618,Rondon do Pará,2016,1
150618,Rondon do Pará,2015,1
150618,Rondon do Pará,2014,1
150618,Rondon do Pará,2013,1
150618,Rondon do Pará,2012,70
150618,Rondon do Pará,2011,109
150618,Rondon do Pará,2010,223
150618,Rondon do Pará,2009,185
150618,Rondon do Pará,2008,236
